Date,Workout Type,Workout Name,Description,Duration,Distance,Distance Unit,Intensity,Notes,Elevation
2025-10-14,Strength,Recovery - Ankles & Feet,"Bosu balance: 2×30sec each leg | Banded dorsiflexion: 2×15 each | Toe towel grabs: 2×20",15,0,miles,Easy,Micro-dose on rest day,0
2025-10-29,Strength,Lower Body - General Prep,"WARM-UP (5min): Monster walks 2×10 | Clamshells 2×15 each | MAIN: Bulgarian Split Squat 3×8 each @20lb DBs | SL RDL 3×10 each @35lb KB | Eccentric Calf Raises (SL, deficit) 3×10 each BW | Step-ups (20in box) 3×12 each BW | FINISHER: Pallof Press 3×10 each w/green band | Suitcase Carry 2×45sec @44lb KB",30,0,miles,Moderate,General Prep phase - building work capacity
2025-10-30,Run,Easy Recovery,Easy conversational pace. Flat or gentle rolling.,55,6,miles,Easy,Recovery day
2025-10-30,Strength,Core Endurance - Level Up,"Plank w/shoulder taps: 3×30sec | Dead bugs: 3×12 | Russian twists: 3×20 @20lb ball | Side plank w/leg lift: 2×20sec each",15,0,miles,Easy,Micro-dose - stepping it up
2025-10-31,Run,Hill Repeats - Moderate Effort,"5×2min uphill @ moderate effort (16min/mile power hike on steep sections). Jog down recovery.",65,7,miles,Hard,First structured Thursday workout. Focus on FORM.
2025-10-31,Strength,Upper Body - General Prep + Pull-ups,"WARM-UP (5min): Band pull-aparts, scapular pull-ups | MAIN: Bench Press 3×8 @95lbs (or push-ups) | Assisted Pull-ups (thick band) 3×5 | DB Row (single-arm) 3×10 each @40lbs | Landmine Press 3×8 each @25lb plate | FINISHER: Negative Pull-ups 3×3 (5sec lower) | Face Pulls 2×15",30,0,miles,Moderate,Pull-up progression intensifies
2025-11-01,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-11-01,Strength,Dessert Day - Optional,"KB Swings: 3×15 @44lb | Box Jumps (step down): 3×8 @20in | Turkish Get-up: 2×2 each @35lb KB",20,0,miles,Moderate,Optional session - only if feeling good
2025-11-02,Rest,Complete Rest OR Easy 30min,Optional easy 30min if feeling good.,30,3,miles,Easy,Rest or very light
2025-11-03,Run,Long Run - Mud Practice,"Practice mud sections. Focus: quick feet, lean forward, stay loose.",150,15,miles,Easy,"2000ft gain. If muddy, see it as PRACTICE not obstacle."
2025-11-04,Strength,Stability - Ankles & Bosu,"Bosu single-leg balance: 3×45sec each (eyes open) | Banded ankle eversion/inversion: 3×15 | Calf raises bent knee: 2×20",15,0,miles,Easy,Week 4 micro-dose
2025-11-05,Run,Group Run - Hills,Group run with crew.,120,7,miles,Moderate,1500-2000ft gain
2025-11-05,Strength,Lower Body - Progressive Load,"WARM-UP (5min): Monster walks 2×10 | Clamshells 2×15 each | MAIN: Bulgarian Split Squat 3×8 each @25lb DBs | SL RDL 3×10 each @35lb KB | Eccentric Calf Raises (SL, deficit) 3×10 each BW | Step-ups (20in box) 3×12 each @10lb DBs | FINISHER: Pallof Press 3×10 each w/green band | Suitcase Carry 2×45sec @44lb KB",30,0,miles,Moderate,Adding weight from Week 3
2025-11-06,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-11-06,Strength,Core Endurance,"Plank w/shoulder taps: 3×30sec | Dead bugs: 3×12 | Russian twists: 3×20 @20lb ball | Side plank w/leg lift: 2×20sec each",15,0,miles,Easy,Micro-dose
2025-11-07,Run,Tempo Intervals,"2×12min @ half-marathon effort (~8:30-8:50 pace). 4min jog recovery between.",60,7,miles,Hard,First tempo work. Stay controlled.
2025-11-07,Strength,Upper Body - Progressive Load,"WARM-UP (5min): Band pull-aparts, scapular pull-ups | MAIN: Bench Press 3×8 @100lbs | Assisted Pull-ups (thick band) 3×6 | DB Row (single-arm) 3×10 each @45lbs | Landmine Press 3×8 each @25lb plate | FINISHER: Negative Pull-ups 3×4 (5sec lower) | Face Pulls 2×15",30,0,miles,Moderate,Progressing pull-ups
2025-11-08,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-11-09,Rest,Complete Rest,Recovery day.,0,0,miles,Rest,Full rest
2025-11-10,Run,Long Run - Trail Section,"Include 3-4 mile trail section if possible. Focus on varied terrain.",165,16,miles,Easy,2500ft gain. Building endurance.
2025-11-11,Strength,Stability - Ankles & Bosu,"Bosu single-leg balance: 3×45sec each (mix eyes open/closed) | Banded ankle eversion/inversion: 3×15 | Calf raises bent knee: 2×20",15,0,miles,Easy,Week 5 micro-dose
2025-11-12,Run,Group Run - Hills,Group run with crew.,120,7,miles,Moderate,1500-2000ft gain
2025-11-12,Strength,Lower Body - Peak General Prep,"WARM-UP (5min): Monster walks 2×10 | Clamshells 2×15 each | MAIN: Bulgarian Split Squat 3×8 each @30lb DBs | SL RDL 3×10 each @44lb KB | Eccentric Calf Raises (SL, deficit) 3×10 each BW | Step-ups (20in box) 3×12 each @15lb DBs | FINISHER: Pallof Press 3×10 each w/green band | Suitcase Carry 2×45sec @44lb KB",30,0,miles,Moderate,Peak of General Prep phase
2025-11-13,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-11-13,Strength,Core Endurance,"Plank w/shoulder taps: 3×30sec | Dead bugs: 3×12 | Russian twists: 3×20 @20lb ball | Side plank w/leg lift: 2×20sec each",15,0,miles,Easy,Micro-dose
2025-11-14,Run,VO2 Max Hills,"6×3min @ hard effort (~8:00-8:15 pace). 3min jog recovery.",70,8,miles,Very Hard,Hardest Thursday yet. You've got this.
2025-11-14,Strength,Upper Body - Peak General Prep,"WARM-UP (5min): Band pull-aparts, scapular pull-ups | MAIN: Bench Press 3×8 @105lbs | Assisted Pull-ups (thick band) 3×6-7 | DB Row (single-arm) 3×10 each @50lbs | Landmine Press 3×8 each @25lb plate | FINISHER: Negative Pull-ups 3×5 (5sec lower) | Face Pulls 2×15",30,0,miles,Moderate,Almost ready for unassisted pull-ups
2025-11-15,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-11-15,Strength,Dessert Day - Optional,"KB Swings: 3×15 @44lb | Box Jumps (step down): 3×8 @20in | Turkish Get-up: 2×2 each @35lb KB",20,0,miles,Moderate,Optional fun day
2025-11-16,Rest,Complete Rest,Recovery.,0,0,miles,Rest,Rest day
2025-11-17,Run,Long Run - Peak Week,"Biggest week. Walk breaks on climbs are OK. Stay fueled.",180,18,miles,Moderate,"3000ft gain. This is your peak long run for this phase."
2025-11-18,Strength,Stability - Light Week,"Bosu single-leg balance: 2×30sec each | Clamshells: 2×15 each | Ankle work: 2×15",12,0,miles,Easy,Week 6 DOWN WEEK - micro-dose only
2025-11-19,Run,Group Run - Easy Effort,"Group run but take it easier. It's a down week.",90,6,miles,Easy,"Down week. Tell the crew you're taking it easy."
2025-11-19,Strength,Lower Body - Down Week,"WARM-UP: Light movement | MAIN: Goblet Squat 2×10 @35lb | SL RDL 2×8 each BW | Glute Bridge 2×12 | Calf Raises 2×15 | FINISHER: Plank 2×30sec",20,0,miles,Easy,Light maintenance week
2025-11-20,Run,Easy Recovery,Easy conversational pace.,45,5,miles,Easy,Recovery day
2025-11-20,Strength,Core - Light,"Dead bugs: 2×10 | Side plank: 2×20sec each | Bird dogs: 2×10 each",10,0,miles,Easy,Light core work
2025-11-21,Run,Easy 45min + Strides,"Easy effort with 6×20sec strides at end.",45,5,miles,Easy,Down week Thursday - just strides to keep turnover
2025-11-21,Strength,Upper Body - Down Week,"WARM-UP: Light movement | MAIN: Push-ups 2×10 | DB Row 2×10 @30lbs | Dead Hang 3×15sec | FINISHER: Farmer Carry 2×45sec",20,0,miles,Easy,Light upper body
2025-11-22,Run,Easy Recovery,Easy conversational pace.,45,5,miles,Easy,Recovery day
2025-11-23,Rest,Complete Rest,Full rest.,0,0,miles,Rest,Rest day
2025-11-24,Run,Long Run - Down Week,"Keep it easy. This is active recovery.",100,10,miles,Easy,<1500ft gain. Easy effort.
2025-11-25,Strength,Stability + Prehab,"Bosu balance (perturbations): 3×30sec each | Monster walks: 3×15 | Focus on quality",15,0,miles,Easy,Week 7 - MAX STRENGTH PHASE begins
2025-11-26,Run,Group Run - Hills,Group run with crew.,120,7,miles,Moderate,1500-2000ft gain. Back to normal volume.
2025-11-26,Strength,Lower Body - Max Strength Intro,"WARM-UP (5min): Glute bridges w/band 2×15 | Monster walks 2×10 | MAIN: Hex Bar Deadlift 4×6 @135lbs | Bulgarian Split Squat 3×6 each @35lb DBs | SL Calf Raise (deficit) 3×12 each @20lb DB | Glute-Ham Curl 3×8 | FINISHER: Farmers Carry (heavy) 2×1min @55lb DBs | Plank (weighted) 3×30sec w/25lb plate",30,0,miles,Hard,Max strength phase - time to get STRONG
2025-11-27,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-11-27,Strength,Core Strength,"Weighted plank: 3×45sec @25lb plate | Pallof press: 3×12 each | Hanging knee raises: 3×8-10 | Bird dogs: 3×12 each",15,0,miles,Moderate,Micro-dose - core strength focus
2025-11-28,Run,Threshold Work,"3×10min @ tempo pace (8:30-8:50). 3min jog recovery.",65,7,miles,Hard,Threshold Thursday
2025-11-28,Strength,Upper Body - Max Strength Intro,"WARM-UP (5min): Dead hangs, scapular pull-ups | MAIN: Bench Press 4×6 @115lbs | Assisted Pull-ups (light band) 4×5-6 | Bent-over Barbell Row 4×6 @95lbs | OH Press (standing) 3×6 @65lbs | FINISHER: Negative Pull-ups 3×5 (6-8sec lower) | Inverted Rows 3×10",30,0,miles,Hard,Heavy upper body work
2025-11-29,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-11-29,Strength,Power Day - Optional,"KB Swings (heavy): 4×12 @44lb | Box Jumps: 4×6 @24in | Med Ball Slams: 3×10 | Broad Jumps: 3×5",25,0,miles,Moderate,Optional Friday power work
2025-11-30,Rest,Complete Rest OR Easy 30min,Optional easy 30min.,30,3,miles,Easy,Rest or light
2025-12-01,Run,Long Run - Downhill Celebration,"Focus: celebrate every downhill section you RUN. Track this mentally.",165,16,miles,Easy,"2500ft gain. Confidence builder week."
2025-12-02,Strength,Stability + Prehab,"Bosu balance (perturbations): 3×30sec each | Monster walks: 3×15",15,0,miles,Easy,Week 8 micro-dose
2025-12-03,Run,Group Run - Hills,Group run with crew.,120,7,miles,Moderate,1500-2000ft gain
2025-12-03,Strength,Lower Body - Max Strength Build,"WARM-UP (5min): Glute bridges w/band 2×15 | Monster walks 2×10 | MAIN: Hex Bar Deadlift 4×5 @155lbs | Bulgarian Split Squat 3×6 each @35lb DBs | SL Calf Raise (deficit) 3×12 each @20lb DB | Glute-Ham Curl 3×8 | FINISHER: Farmers Carry 2×1min @55lb DBs | Plank (weighted) 3×30sec",30,0,miles,Hard,Increasing weight - stay tight on form
2025-12-04,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-12-04,Strength,Core Strength,"Weighted plank: 3×45sec @25lb plate | Pallof press: 3×12 each | Hanging knee raises: 3×8-10 | Bird dogs: 3×12 each",15,0,miles,Moderate,Micro-dose
2025-12-05,Run,Hill Power,"5×3min uphill @ VO2 effort. Focus on FORM: quick feet, pump arms. Jog down.",70,8,miles,Very Hard,Hill power day
2025-12-05,Strength,Upper Body - Max Strength Build,"WARM-UP (5min): Dead hangs, scapular pull-ups | MAIN: Bench Press 4×5 @125lbs | Assisted Pull-ups (light band) 4×5-6 | Bent-over Barbell Row 4×6 @105lbs | OH Press (standing) 3×6 @70lbs | FINISHER: Negative Pull-ups 3×5 (6-8sec) | Inverted Rows 3×10",30,0,miles,Hard,Heavy week
2025-12-06,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-12-07,Rest,Complete Rest,Recovery.,0,0,miles,Rest,Rest day
2025-12-08,Run,Long Run - Peak Volume,"Biggest long run. Walk breaks on climbs OK. Bring poles if helpful.",190,18,miles,Moderate,"3000ft gain. Peak week - you're ready."
2025-12-09,Strength,Stability + Prehab,"Bosu balance (perturbations): 3×30sec each | Monster walks: 3×15",15,0,miles,Easy,Week 9 micro-dose
2025-12-10,Run,Group Run - Hills,Group run with crew.,120,7,miles,Moderate,1500-2000ft gain
2025-12-10,Strength,Lower Body - Max Strength Peak,"WARM-UP (5min): Glute bridges w/band 2×15 | Monster walks 2×10 | MAIN: Hex Bar Deadlift 3×3 @175lbs (go for 185-195 if feeling good) | Bulgarian Split Squat 3×6 each @35lb DBs | SL Calf Raise (deficit) 3×12 each @20lb DB | Glute-Ham Curl 3×8 | FINISHER: Farmers Carry 2×1min @55lb DBs | Plank (weighted) 3×30sec",30,0,miles,Very Hard,PEAK STRENGTH WEEK - test your max
2025-12-11,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-12-11,Strength,Core Strength,"Weighted plank: 3×45sec @25lb plate | Pallof press: 3×12 each | Hanging knee raises: 3×8-10 | Bird dogs: 3×12 each",15,0,miles,Moderate,Micro-dose
2025-12-12,Run,Mixed Workout,"2×12min tempo @ 8:30-8:50 + 4×90sec VO2 hills. 4min recovery after tempo, 2min after hills.",75,8,miles,Hard,Mixed intensity Thursday
2025-12-12,Strength,Upper Body - Max Strength Peak,"WARM-UP (5min): Dead hangs, scapular pull-ups | MAIN: Bench Press 3×3 @135lbs | Assisted Pull-ups (lightest band) 4×5-6 | Bent-over Barbell Row 4×6 @115lbs | OH Press (standing) 3×6 @75lbs | FINISHER: Negative Pull-ups 3×5 (8sec) | Inverted Rows 3×10",30,0,miles,Very Hard,Peak upper body - almost ready for unassisted pulls
2025-12-13,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-12-14,Rest,Complete Rest,Recovery.,0,0,miles,Rest,Rest day
2025-12-15,Run,Long Run - Pull Back,"Slightly lower volume before power phase.",140,14,miles,Easy,2000ft gain. Easing off peak.
2025-12-16,Strength,Ankle/Foot Resilience,"Bosu single-leg (eyes closed, throw/catch ball): 3×30sec | Calf raises (SL, various angles): 3×15 each | Toe yoga: 2min each",15,0,miles,Easy,Week 10 - POWER PHASE begins
2025-12-17,Run,Group Run - Maybe Lead Downhill Session,"Group run. Consider leading a 'downhill bombing' session if trail allows.",120,7,miles,Moderate,"1500-2000ft gain. Time to lead!"
2025-12-17,Strength,Lower Body - Power & Eccentric,"WARM-UP (5min): Jump rope 2min | Lateral bounds 2×10 each | MAIN: Box Jumps (step down controlled) 4×8 @24in | Bulgarian Split Squat (tempo) 3×8 each @30lb DBs (3sec down, explosive up) | SL Hops (forward/lateral) 3×10 each | Eccentric Step-downs (from box) 3×10 each (5sec descent) | FINISHER: Lateral Skaters 3×20 | SL Balance (eyes closed, unstable) 3×30sec each",30,0,miles,Hard,POWER PHASE - explosive movement
2025-12-18,Run,Easy Recovery,Easy conversational pace.,55,6,miles,Easy,Recovery day
2025-12-18,Strength,Anti-rotation Core,"Pallof press (explosive): 3×10 each | Suitcase carry (heavy): 3×1min @55lb DB | Wood choppers: 3×12 each | Dead bugs: 3×15",15,0,miles,Moderate,Micro-dose
2025-12-19,Run,Downhill Intervals - KEY WORKOUT,"Find 2-3min moderate downhill. 5×DOWN @ controlled fast pace (9:00-9:30). Walk/jog up recovery.",65,7,miles,Hard,CRITICAL for downhill confidence. Focus: light feet, quick cadence.
2025-12-19,Strength,Upper Body - Pull-up Test Week,"WARM-UP (5min): Band pull-aparts, dead hangs, scapular pulls | MAIN: Pull-up Attempt (band-assisted) 5 attempts | Plyometric Push-ups 4×6 | Barbell Row (explosive) 4×6 @95lbs | Med Ball Chest Pass 3×10 @20lb | FINISHER: Negative Pull-ups 3×5 | KB Swings 3×15",30,0,miles,Hard,Testing pull-up strength
2025-12-20,Run,Easy Recovery,Easy conversational pace.,50,5,miles,Easy,Recovery day
2025-12-20,Strength,Downhill Confidence Builder,"Eccentric Step-downs 4×12 each | Lateral Step-downs 3×10 each | SL Deadlift (unstable) 3×8 each @35lb KB | Bosu Squats 3×10",25,0,miles,Moderate,KEY SESSION for mud/downhill fear
2025-12-21,Rest,Complete Rest OR Easy 30min,Optional easy 30min.,30,3,miles,Easy,Rest or light
2025-12-22,Run,Long Run - Aid Station Practice,"Bring poles. Practice aid station stops (every 5 miles, stop 2min, refuel).",200,20,miles,Moderate,"3000ft gain. PEAK LONG RUN. You're ready."
2025-12-23,Strength,Ankle/Foot Resilience,"Bosu single-leg (eyes closed): 3×30sec | Calf raises (SL): 3×15 each | Toe yoga: 2min each",15,0,miles,Easy,Week 11 micro-dose
2025-12-24,Run,Group Run - Easy Effort,"Group run but taking it easier (taper begins).",90,6,miles,Easy,Taper week - just showing up
2025-12-24,Strength,Lower Body - Taper Volume,"WARM-UP: Light movement | MAIN: Box Jumps 3×6 @24in | Bulgarian Split Squat 2×8 each @25lb DBs | SL Hops 2×8 each | Eccentric Step-downs 2×10 each | FINISHER: Lateral Skaters 2×15 | SL Balance 2×30sec each",25,0,miles,Moderate,Reduced volume - staying sharp
2025-12-25,Run,Easy Recovery,Easy conversational pace. Merry Christmas!,50,5,miles,Easy,Recovery day - enjoy the day
2025-12-25,Strength,Core - Light,"Pallof press: 2×10 each | Suitcase carry: 2×45sec | Dead bugs: 2×12",12,0,miles,Easy,Light core
2025-12-26,Run,VO2 Max - Final Quality,"5×3min @ hard effort (8:00-8:15). 3min jog recovery.",70,8,miles,Very Hard,Final hard Thursday before taper
2025-12-26,Strength,Upper Body - PULL-UP TEST,"WARM-UP: Dead hangs, scapular pulls | TEST: Pull-up Max Attempt - GO FOR 1-3 UNASSISTED! | Plyometric Push-ups 3×6 | Barbell Row (explosive) 3×6 @95lbs | Med Ball Chest Pass 3×10 | FINISHER: Negative Pull-ups 3×5",30,0,miles,Hard,THE BIG TEST - can you do a pull-up?
2025-12-27,Run,Easy Recovery,Easy conversational pace.,45,5,miles,Easy,Recovery day
2025-12-28,Rest,Complete Rest,Full rest.,0,0,miles,Rest,Rest day
2025-12-29,Run,Long Run - Pre-Taper,"Stay fresh. Not crushing it.",160,16,miles,Easy,2500ft gain. Easing into taper.
2025-12-30,Strength,Light Maintenance,"Goblet Squats: 2×10 @35lb | SL RDL: 2×8 each BW | Calf raises: 2×15 | Glute bridges: 2×15",20,0,miles,Easy,Week 12 TAPER - light maintenance
2025-12-31,Run,Group Run - Light Effort,"Group run, just 4-5 miles.",60,5,miles,Easy,Taper week
2025-12-31,Strength,Pull-up Test + Celebration,"WARM-UP: Dead hangs, scapular pulls | TEST: Pull-up Max Attempt - 1-3 unassisted | Push-ups Max reps | Plank Max hold time | VICTORY LAP: Whatever felt best over 12 weeks - KB swings, farmer carries, etc.",30,0,miles,Easy,CELEBRATION DAY - test your gains
2026-01-01,Run,Easy Recovery OR E2E Prep,"If doing E2E (50k): this is your shakeout. If not: easy 45min.",45,5,miles,Easy,"Optional E2E race prep shakeout"
2026-01-01,Strength,Core - Light,"Dead bugs: 2×10 | Side plank: 2×20sec each | Foam roll: 10min",15,0,miles,Easy,Light maintenance
2026-01-02,Run,Strides Only,"4×90sec strides to keep turnover sharp.",30,3,miles,Easy,Taper sharpness
2026-01-03,Rest,Complete Rest,Full rest before test day.,0,0,miles,Rest,REST DAY
2026-01-04,Run,BPA Repeats OR E2E Race,"OPTION A: BPA Repeats - as many as possible in 60min. Track total vert. | OPTION B: E2E 50k race with friend. | OPTION C: Rest and celebrate 12 weeks complete!",180,20,miles,Hard,"TEST DAY - show what you've built!"
